gauge_id,gauge_lat,gauge_lon,geometry,GPP_gCperm2yr,C4_fraction,C4_fraction_un
12447390,48.82292,-120.14592,POINT (-120.14592 48.82292),438.5756,,
12451000,48.32958,-120.69177,POINT (-120.69177 48.32958),691.7078,,
12488500,46.97762,-121.1687,POINT (-121.1687 46.97762),943.6852,,
13011500,43.85028,-110.51778,POINT (-110.51778 43.85028),653.37585,10.52780788,2.119457354
13011900,43.83806,-110.44111,POINT (-110.44111 43.83806),757.3378,10.48452691,2.32304061
13018300,43.45215,-110.70409,POINT (-110.70409 43.45215),750.38354,12.39300366,2.597142132
13023000,43.14278,-110.97667,POINT (-110.97667 43.14278),950.0485,12.39300366,2.597142132
13083000,42.16583,-113.98361,POINT (-113.98361 42.16583),286.29477,26.67789985,2.170233645
13161500,41.93324,-115.67453,POINT (-115.67453 41.93324),201.69241,23.4417836,2.082730501
13235000,44.08528,-115.62222,POINT (-115.62222 44.08528),838.79126,,
13240000,44.91361,-115.99722,POINT (-115.99722 44.91361),784.9598,0.153636293,
13310700,44.98694,-115.725,POINT (-115.725 44.98694),615.8526,0.153636293,
13313000,44.96167,-115.5,POINT (-115.5 44.96167),636.4458,0.015839806,
13331500,45.61987,-117.72659,POINT (-117.72659 45.61987),686.7729,,
13337000,46.15083,-115.58722,POINT (-115.58722 46.15083),1346.311,,
13338500,46.08639,-115.97667,POINT (-115.97667 46.08639),720.1836,,
13340000,46.47833,-116.2575,POINT (-116.2575 46.47833),895.24347,14.13564997,0.172059405
13340600,46.84047,-115.6207,POINT (-115.6207 46.84047),1361.7129,,
14020000,45.71958,-118.32329,POINT (-118.32329 45.71958),890.19446,0.931656454,
14092750,44.75039,-121.6334,POINT (-121.6334 44.75039),1378.7195,,
14096850,44.95873,-121.39423,POINT (-121.39423 44.95873),515.7324,19.02573387,1.769455706
14137000,45.39956,-122.13731,POINT (-122.13731 45.39956),2007.0371,3.604712965,
14138800,45.45262,-121.89147,POINT (-121.89147 45.45262),1491.0828,,
14138870,45.48012,-122.02564,POINT (-122.02564 45.48012),1428.3739,3.604712965,
14138900,45.49429,-122.03592,POINT (-122.03592 45.49429),1428.3739,3.604712965,
14139800,45.44456,-122.10953,POINT (-122.10953 45.44456),1568.5742,3.604712965,
14141500,45.4154,-122.17148,POINT (-122.17148 45.4154),1887.9133,3.604712965,
14154500,43.73596,-122.8734,POINT (-122.8734 43.73596),2095.9922,0.987181053,
14158500,44.36095,-121.99562,POINT (-121.99562 44.36095),961.06793,,
14158790,44.33457,-122.04701,POINT (-122.04701 44.33457),1479.3774,0.026383981,
14166500,44.04984,-123.42621,POINT (-123.42621 44.04984),2155.386,8.805464679,0.88335945
14182500,44.79151,-122.57897,POINT (-122.57897 44.79151),1697.7155,15.36754473,0.973921408
14185000,44.39179,-122.49758,POINT (-122.49758 44.39179),1862.7291,0.026383981,
14185900,44.54012,-122.43591,POINT (-122.43591 44.54012),1771.201,0.078952983,
14187000,44.37235,-122.62314,POINT (-122.62314 44.37235),1959.3516,3.160556886,
14216500,46.07567,-121.9987,POINT (-121.9987 46.07567),1611.7227,,
14222500,45.83678,-122.46621,POINT (-122.46621 45.83678),1753.1443,0.504533013,
14236200,46.59538,-122.45956,POINT (-122.45956 46.59538),2070.0356,1.495589213,
14301000,45.704,-123.7554,POINT (-123.7554 45.704),2249.5642,,
14303200,45.32428,-123.5465,POINT (-123.5465 45.32428),2072.6177,,
14305500,44.71512,-123.88733,POINT (-123.88733 44.71512),2278.661,,
14306340,44.2479,-123.63649,POINT (-123.63649 44.2479),2101.6013,,
14306500,44.38595,-123.83178,POINT (-123.83178 44.38595),2083.2266,,
14308990,42.82318,-123.12589,POINT (-123.12589 42.82318),1758.0955,,
14309500,42.804,-123.61091,POINT (-123.61091 42.804),1678.1464,,
14316700,43.34984,-122.72894,POINT (-122.72894 43.34984),1631.3138,,
14325000,42.8915,-124.07065,POINT (-124.07065 42.8915),1913.2334,0.086097281,
14362250,42.15401,-123.07532,POINT (-123.07532 42.15401),1606.3055,,
14400000,42.12344,-124.18731,POINT (-124.18731 42.12344),2119.8606,,
